reviewerID,asin,unixReviewTime
A2RLIVEG72ZMZP,B0008EOF0Y,1487808000
A2RLIVEG72ZMZP,B0008EOF0Y,1487808000
A2RLIVEG72ZMZP,B000OAXNBY,1487808000
A2RLIVEG72ZMZP,B00IYAG7DW,1487030400
A2RLIVEG72ZMZP,B00V3MYAZA,1487030400
A2RLIVEG72ZMZP,B00OD9JH6W,1487030400
ARVUHV6QNKFZP,B00OHZEL5O,1509753600
ARVUHV6QNKFZP,B00XMY6OO2,1462665600
ARVUHV6QNKFZP,B00XQC19X6,1467417600
ARVUHV6QNKFZP,B016HWCOYY,1521763200
ARVUHV6QNKFZP,B016HWCXHM,1521763200
ARVUHV6QNKFZP,B01CINVSQ6,1474502400
ARVUHV6QNKFZP,B00T8AVGAG,1462665600
A39R39C1Q5GVJV,B000KJ0JUC,1429747200
A39R39C1Q5GVJV,B001DJ1TH0,1445472000
A39R39C1Q5GVJV,B004774FPI,1413936000
A39R39C1Q5GVJV,B00PRR8F62,1454457600
A39R39C1Q5GVJV,B00RXDQTMK,1435622400
A3MGYR9474GMLE,B000EX15NY,1474848000
A3MGYR9474GMLE,B0017LT9OO,1474848000
A3MGYR9474GMLE,B0017LT9PS,1474848000
A3MGYR9474GMLE,B0017LT9OO,1474848000
A3MGYR9474GMLE,B0017LT9PS,1474848000
A3MGYR9474GMLE,B006A1G0F2,1353024000
A3C9076EB5F4TW,B000KGOHLM,1432684800
A3C9076EB5F4TW,B002G9UEG8,1432684800
A3C9076EB5F4TW,B005A99VWO,1525651200
A3C9076EB5F4TW,B018Z1Z3HU,1525651200
A3C9076EB5F4TW,B00ATEWGDQ,1530921600
A17KF6ATOXMRCX,B0009AVS8E,1353801600
A17KF6ATOXMRCX,B000CNWC9M,1439337600
A17KF6ATOXMRCX,B004R1I3MA,1435536000
A17KF6ATOXMRCX,B004UJ6S30,1410825600
A17KF6ATOXMRCX,B00K74O5NC,1483401600
A17KF6ATOXMRCX,B00SNL4JSC,1477958400
A17KF6ATOXMRCX,B01E6JTBK0,1533513600
A17KF6ATOXMRCX,B01E7T0YPK,1495065600
A27F22CW6YAFEL,B000KAYQQE,1486339200
A27F22CW6YAFEL,B0051D7MZ2,1480982400
A27F22CW6YAFEL,B007OSHLHQ,1480982400
A27F22CW6YAFEL,B00BBT9K0U,1480982400
A27F22CW6YAFEL,B00BYNL95C,1480982400
A27F22CW6YAFEL,B00J8C1RQW,1480982400
A27F22CW6YAFEL,B00KGE4EP2,1479600000
A27F22CW6YAFEL,B00UAHIH9E,1490659200
A27F22CW6YAFEL,B014K5P9GK,1480982400
A2YXGF1WZJTJHD,B0092OQU68,1480464000
A2YXGF1WZJTJHD,B009B0QG3A,1436313600
A2YXGF1WZJTJHD,B00D8H2MCG,1411516800
A2YXGF1WZJTJHD,B00FTEW6HM,1480464000
A2YXGF1WZJTJHD,B00I0L81J8,1436313600
A2YXGF1WZJTJHD,B00Z7JC4US,1480464000
A2YXGF1WZJTJHD,B00ZTP2LJO,1480464000
A2YXGF1WZJTJHD,B01CQVTUAG,1480464000
A2YXGF1WZJTJHD,B00J6OOYGC,1480464000
A2YXGF1WZJTJHD,B01DLS4GES,1480464000
AR2PMBLFXDK5W,B000QO9WC2,1397347200
AR2PMBLFXDK5W,B000U62IYK,1397347200
AR2PMBLFXDK5W,B0019NM2QC,1483747200
AR2PMBLFXDK5W,B004PNZVAC,1397347200
AR2PMBLFXDK5W,B0072AFF2E,1397347200
AR2PMBLFXDK5W,B0078J8A0I,1483747200
AK1Z1EP4Z2J2R,B002AJ7ZSO,1483142400
AK1Z1EP4Z2J2R,B00DW9YXB8,1410393600
AK1Z1EP4Z2J2R,B00E1JG8LQ,1397433600
AK1Z1EP4Z2J2R,B00P6SOTEY,1482192000
AK1Z1EP4Z2J2R,B01DK514CE,1533340800
AO5CFMH5TSJ2I,B003B305G2,1383609600
AO5CFMH5TSJ2I,B007UXMQXO,1406764800
AO5CFMH5TSJ2I,B00CYBIRF8,1513555200
AO5CFMH5TSJ2I,B00FWC5MJA,1426291200
AO5CFMH5TSJ2I,B00O9N5K22,1443916800
AO5CFMH5TSJ2I,B00XU02TSS,1471910400
A3CK946E0GS6LF,B0056GOY7I,1440633600
A3CK946E0GS6LF,B0066SJPD8,1447718400
A3CK946E0GS6LF,B00BFO9PVK,1422057600
A3CK946E0GS6LF,B00BXFSJC2,1424476800
A3CK946E0GS6LF,B00FL7AOWG,1425513600
A3CK946E0GS6LF,B00QIW45TG,1485043200
A1TU5HY0HG0RIM,B000XBM1L2,1513641600
A1TU5HY0HG0RIM,B000XDJ7LW,1513641600
A1TU5HY0HG0RIM,B000XBM1L2,1513641600
A1TU5HY0HG0RIM,B000XDJ7LW,1513641600
A1TU5HY0HG0RIM,B004UPO9X0,1513641600
A1TU5HY0HG0RIM,B00M4NF9H0,1513641600
A1TU5HY0HG0RIM,B00P6SRYKA,1513641600
A1TU5HY0HG0RIM,B0113OB89S,1513641600
A1TU5HY0HG0RIM,B013CA13K0,1513641600
A1TU5HY0HG0RIM,B013CZSN5S,1513641600
A1TU5HY0HG0RIM,B013G9AYPC,1513641600
A1TU5HY0HG0RIM,B013G9BBA4,1513641600
A1PH6AA1SCTYN2,B0014F4XYO,1247097600
A1PH6AA1SCTYN2,B0014F4XYO,1247097600
A1PH6AA1SCTYN2,B001LIOUTC,1453680000
A1PH6AA1SCTYN2,B00295MQLU,1359417600
A1PH6AA1SCTYN2,B003DA5YN2,1359417600
A1PH6AA1SCTYN2,B005POC4GO,1430179200
A1PH6AA1SCTYN2,B005SZP22S,1364860800
A1PH6AA1SCTYN2,B0066AYFHW,1342656000
A1PH6AA1SCTYN2,B00THLFYNG,1428364800
A1PH6AA1SCTYN2,B013EK1TCU,1373932800
A1PH6AA1SCTYN2,B018SW3PAS,1518652800
A2BUDBTJB47Y3Z,B000PGM7M8,1426550400
A2BUDBTJB47Y3Z,B001CEQNIQ,1426550400
A2BUDBTJB47Y3Z,B0034N4CA4,1426550400
A2BUDBTJB47Y3Z,B005ODNV0O,1426550400
A2BUDBTJB47Y3Z,B009DUJGQM,1375747200
A3GE21275LXFP5,B00140P6BI,1441238400
A3GE21275LXFP5,B00140P6BI,1441238400
A3GE21275LXFP5,B00AN9VKRA,1507680000
A3GE21275LXFP5,B00VF3ZSZ8,1505779200
A3GE21275LXFP5,B01EV4G0XQ,1493683200
A3GE21275LXFP5,B01H4MA21I,1508976000
A3GE21275LXFP5,B00M1TIR3U,1482969600
A3GE21275LXFP5,B01E54KC7W,1496448000
ALAUP1WJTGQ4N,B0054TLAM4,1491350400
ALAUP1WJTGQ4N,B016M0ZUCE,1522800000
ALAUP1WJTGQ4N,B01A5N56E6,1491350400
ALAUP1WJTGQ4N,B01DVHSAIW,1466640000
ALAUP1WJTGQ4N,B0044FHU64,1425859200
ALAUP1WJTGQ4N,B00OD4CVWE,1476576000
ALAUP1WJTGQ4N,B0182GXFZK,1476576000
ALAUP1WJTGQ4N,B01H4MZ0KG,1476576000
A3VXCJUJ5LIEO2,B00J3TGW6A,1486684800
A3VXCJUJ5LIEO2,B018GWRJI4,1486684800
A3VXCJUJ5LIEO2,B01A1FFLA2,1516838400
A3VXCJUJ5LIEO2,B01COKCQB4,1489363200
A3VXCJUJ5LIEO2,B01FSITIW4,1516838400
A3VXCJUJ5LIEO2,B004UBBRAW,1516838400
A3VXCJUJ5LIEO2,B00YAEADKE,1486684800
AKWZ2WPAOEWNC,B000EYBKDS,1457136000
AKWZ2WPAOEWNC,B000F4U8AI,1355788800
AKWZ2WPAOEWNC,B000K248WY,1357948800
AKWZ2WPAOEWNC,B000SZKHGY,1357948800
AKWZ2WPAOEWNC,B002KKCY3E,1417046400
